Inventory_ID,ISO639P3code,Glottocode,phonemes,consonants,vowels,tones
2846,xny,nija1241,25,20,5,0
2847,xny,nija1241,26,20,6,0
2848,pnw,pany1241,25,20,5,0
2849,yij,yind1247,25,19,6,0
2850,yij,yind1247,26,20,6,0
2851,nbj,bili1250,23,17,6,0
2852,gue,wany1244,21,17,4,0
2853,gue,guri1247,23,17,6,0
2854,ddj,jaru1254,23,17,6,0
2855,gue,maln1239,21,17,4,0
2856,mwd,mudb1240,23,17,6,0
2857,rxd,ngar1288,24,18,6,0
2858,nbj,ngar1235,23,17,6,0
2859,wmt,walm1241,23,17,6,0
2860,wrl,warl1255,28,22,6,0
2861,wbp,warl1254,24,18,6,0
2862,nyt,nyaw1247,18,12,6,0
2863,qgu,wulg1239,21,15,6,0
2864,nys,nyun1247,22,17,5,0
2865,xbp,bibb1234,22,17,5,0
2866,xgg,gore1235,22,17,5,0
2867,nys,kani1276,22,17,5,0
2868,nys,nyun1247,22,17,5,0
2869,pnj,pinj1244,22,17,5,0
2870,wxw,ward1248,22,17,5,0
2871,xwj,waju1234,22,17,5,0
2872,nys,nyun1247,22,17,5,0
2873,nys,nyun1247,22,17,5,0
2874,nys,nyun1247,22,17,5,0
2875,bjd,band1337,26,20,6,0
2876,drl,darl1243,26,20,6,0
2877,,pall1243,25,20,5,0
2878,ikr,ikar1243,23,18,5,0
2879,ikr,ikar1243,27,17,10,0
2880,ggr,aghu1254,27,20,7,0
2881,typ,thay1248,31,23,8,0
2882,,kawa1290,28,23,5,0
2883,,kawa1290,28,23,5,0
2884,,angu1242,36,19,17,0
2885,gvn,kuku1273,16,13,3,0
2886,kky,gugu1255,23,17,6,0
2887,gvn,kuku1273,16,13,3,0
2888,vmu,mulu1243,16,13,3,0
2889,gvn,kuku1273,16,13,3,0
2890,dyy,dyaa1242,19,13,6,0
2891,yii,yidi1250,19,13,6,0
2892,bpt,barr1247,25,17,8,0
2893,djf,djan1238,16,13,3,0
2894,lby,lamu1254,29,26,3,0
2895,zmv,mbar1253,29,24,5,0
2896,wim,wikm1247,26,16,10,0
2897,wig,wikn1245,28,16,12,0
2898,ayd,ayab1239,25,15,10,0
2899,wua,wikn1246,30,20,10,0
2900,kuy,kuuk1238,21,15,6,0
2901,pkn,paka1251,31,21,10,0
2902,ump,umpi1239,22,16,6,0
2903,ayd,ayab1239,26,16,10,0
2904,gko,kokn1236,25,18,7,0
2905,gdj,gurd1238,28,19,9,0
2906,xut,kuth1240,25,17,8,0
2907,,wala1263,28,19,9,0
2908,aid,alng1239,28,24,4,0
2909,dth,arit1239,22,17,5,0
2910,dgt,ndra1239,23,19,4,0
2911,,tyan1235,29,19,10,0
2912,lnj,leni1238,29,24,5,0
2913,,luth1234,22,18,4,0
2914,,mbiy1238,29,23,6,0
2915,xpj,mpal1238,26,22,4,0
2916,,ngko1236,26,19,7,0
2917,amz,atam1239,22,18,4,0
2918,avm,angg1238,24,18,6,0
2919,amz,atam1239,26,18,8,0
2920,,yadh1237,26,18,8,0
2921,,yinw1236,27,23,4,0
2922,kkp,gugu1254,21,15,6,0
2923,thd,thay1249,26,16,10,0
2924,kjn,ulku1238,28,23,5,0
2925,yiy,yiry1245,26,20,6,0
2926,wmi,wami1239,21,15,6,0
2927,mvl,mbar1254,27,17,10,0
2928,vmb,mbab1239,27,15,12,0
2929,umg,umbu1256,32,27,5,0
2930,kjn,oyka1239,28,23,5,0
2931,adt,adny1235,27,24,3,0
2932,zku,kaur1267,25,20,5,0
2933,nnv,nugu1241,28,22,6,0
2934,wiw,wira1260,23,19,4,0
2935,bjb,bang1339,23,20,3,0
2936,nnr,naru1238,27,21,6,0
2937,ktd,koka1244,23,17,6,0
2938,gnr,gure1255,23,13,10,0
2939,gnr,gure1255,23,13,10,0
2940,gbw,kabi1260,24,16,8,0
2941,gbw,gabi1248,19,13,6,0
2942,gbw,kabi1260,23,13,10,0
2943,wkw,duun1241,23,13,10,0
2944,wkw,waka1274,23,13,10,0
2945,wlu,wuli1242,23,13,10,0
2946,,bula1255,32,26,6,0
2947,wga,waga1260,25,19,6,0
2948,wrb,warl1256,33,29,4,0
2949,wga,waga1260,26,20,6,0
2950,jao,yany1243,24,20,4,0
2951,wrm,waru1265,28,22,6,0
2952,mpj,kart1247,24,17,7,0
2953,mpj,many1256,23,17,6,0
2954,mpj,pudi1238,23,20,3,0
2955,mpj,wang1288,23,17,6,0
2956,,yulp1239,23,17,6,0
2957,wbt,wanm1242,23,17,6,0
2958,ant,anta1253,23,17,6,0
2959,kux,kuka1246,23,17,6,0
2960,pjt,pitj1243,23,17,6,0
2961,nrk,ngar1296,23,17,6,0
2962,ntj,ngaa1240,23,17,6,0
2963,piu,pint1250,23,17,6,0
2964,pjt,pitj1243,23,17,6,0
2965,kdd,yank1247,23,17,6,0
2966,mwp,kala1378,24,18,6,0
2967,mwp,kala1377,24,18,6,0
2968,yga,maly1234,27,21,6,0
2969,wdk,wadi1261,27,21,6,0
2970,yxl,yard1234,27,21,6,0
2971,dhg,dhan1270,26,20,6,0
2972,guf,gupa1247,31,25,6,0
2973,dax,dhal1246,26,20,6,0
2974,djr,djam1256,31,25,6,0
2975,gnn,guma1253,31,25,6,0
2976,dji,djin1253,25,22,3,0
2977,djb,djin1252,25,22,3,0
2978,jay,yann1237,31,25,6,0
2979,rit,rita1239,31,25,6,0
2980,xyy,yort1237,20,15,5,0
2981,xyy,yort1237,19,14,5,0
2982,xbe,biga1237,16,13,3,0
2983,yub,yuga1244,16,13,3,0
2984,xda,hawk1239,18,15,3,0
2985,xdk,sydn1236,19,16,3,0
2986,xdk,sydn1236,19,16,3,0
2987,awk,awab1243,16,13,3,0
2988,,west2443,21,17,4,0
2989,kda,wori1245,19,13,6,0
2990,nyx,ngan1296,17,14,3,0
2991,dyn,dyan1250,19,13,6,0
2992,duj,djap1238,25,19,6,0
2993,tbh,thur1254,25,19,6,0
2994,tbh,thur1254,25,19,6,0
2995,dhu,dhur1239,25,19,6,0
2996,xtv,sout2771,25,19,6,0
2997,xrd,gund1248,25,19,6,0
2998,xni,ngar1297,18,15,3,0
2999,,sout2770,25,19,6,0
3000,xtv,sout2771,25,19,6,0
3001,gcd,gang1267,24,18,6,0
3002,gyd,kaya1319,23,17,6,0
3003,lbz,lard1243,25,17,8,0
3004,gyd,kaya1319,24,18,6,0
3005,tiw,tiwi1244,22,18,4,0
3006,waq,wage1238,27,22,5,0
3007,ung,ngar1284,22,17,5,0
3008,gma,gamb1251,25,20,5,0
3009,gww,kwin1241,28,17,11,0
3010,wub,wuna1249,28,17,11,0
3011,xud,umii1236,25,20,5,0
3012,xgu,ungg1243,24,19,5,0
3013,wro,worr1237,25,17,8,0
3014,jbw,yawi1239,25,20,5,0
3015,wrr,ward1246,22,17,5,0
3016,jng,yang1288,22,17,5,0
3017,gwu,guwa1243,21,15,6,0
3018,wbp,west2437,24,18,6,0
3019,weg,werg1234,21,17,4,0
3020,lby,lamu1254,29,26,3,0
