"Inventory_ID","ISO639P3code","Glottocode","phonemes","consonants","vowels","tones","LanguageName","level","macroarea","latitude","longitude","Genus","family_id","FamilyName"
2890,"dyy","dyaa1242",19,13,6,0,"Dyaabugay","language","Australia",-16.596,145.388,"Northern Pama-Nyungan","pama1250","Pama-Nyungan"
2891,"yii","yidi1250",19,13,6,0,"Yidiñ","language","Australia",-17.1332,145.876,"Northern Pama-Nyungan","pama1250","Pama-Nyungan"
2892,"bpt","barr1247",25,17,8,0,"Barrow Point","language","Australia",-14.1219,144.531,NA,"pama1250","Pama-Nyungan"
2893,"djf","djan1238",16,13,3,0,"Djangun","language","Australia",-16.91051,144.93245,NA,"pama1250","Pama-Nyungan"
2894,"lby","lamu1254",29,26,3,0,"Lamalama","language","Australia",-14.559,143.977,"Northern Pama-Nyungan","pama1250","Pama-Nyungan"
2895,"zmv","mbar1253",29,24,5,0,"Rimanggudhinma","language","Australia",-14.529,143.789,NA,"pama1250","Pama-Nyungan"
2896,"wim","wikm1247",26,16,10,0,"Wik-Mungkan","language","Australia",-13.98051,141.81611,"Northern Pama-Nyungan","pama1250","Pama-Nyungan"
2897,"wig","wikn1245",28,16,12,0,"Wik-Ngathana","language","Australia",-13.8691,141.532,"Northern Pama-Nyungan","pama1250","Pama-Nyungan"
2898,"ayd","ayab1239",25,15,10,0,"Yintyinka-Ayabadhu","language","Australia",-14.6652,142.893,NA,"pama1250","Pama-Nyungan"
2899,"wua","wikn1246",30,20,10,0,"Wikngenchera","language","Australia",-13.4957,141.599,NA,"pama1250","Pama-Nyungan"
2900,"kuy","kuuk1238",21,15,6,0,"Kuuku-Ya'u","language","Australia",-12.4947,143.165,"Northern Pama-Nyungan","pama1250","Pama-Nyungan"
2901,"pkn","paka1251",31,21,10,0,"Pakanha","language","Australia",-15.0908,142.74,"Northern Pama-Nyungan","pama1250","Pama-Nyungan"
2902,"ump","umpi1239",22,16,6,0,"Umpila","language","Australia",-13.1528,143.467,"Northern Pama-Nyungan","pama1250","Pama-Nyungan"
2903,"ayd","ayab1239",26,16,10,0,"Yintyinka-Ayabadhu","language","Australia",-14.6652,142.893,NA,"pama1250","Pama-Nyungan"
2904,"gko","kokn1236",25,18,7,0,"Kok-Nar","language","Australia",-16.181,141.608,NA,"pama1250","Pama-Nyungan"
2905,"gdj","gurd1238",28,19,9,0,"Gurdjar","language","Australia",-17.1653,141.145,NA,"pama1250","Pama-Nyungan"
2906,"xut","kuth1240",25,17,8,0,"Kuthant","language","Australia",-17.4566,140.958,NA,"pama1250","Pama-Nyungan"
2907,"","wala1263",28,19,9,0,"Walangama","language","Australia",-17.60243295,142.4891266,"Kombio-Arapesh","pama1250","Pama-Nyungan"
2907,"","wala1263",28,19,9,0,"Walangama","language","Australia",-17.60243295,142.4891266,"Kuki-Chin","pama1250","Pama-Nyungan"
2907,"","wala1263",28,19,9,0,"Walangama","language","Australia",-17.60243295,142.4891266,"Albanian","pama1250","Pama-Nyungan"
2907,"","wala1263",28,19,9,0,"Walangama","language","Australia",-17.60243295,142.4891266,"Huarpe","pama1250","Pama-Nyungan"
2907,"","wala1263",28,19,9,0,"Walangama","language","Australia",-17.60243295,142.4891266,"Central Pama-Nyungan","pama1250","Pama-Nyungan"
2907,"","wala1263",28,19,9,0,"Walangama","language","Australia",-17.60243295,142.4891266,"Jirajaran","pama1250","Pama-Nyungan"
2907,"","wala1263",28,19,9,0,"Walangama","language","Australia",-17.60243295,142.4891266,"Turkic","pama1250","Pama-Nyungan"
2907,"","wala1263",28,19,9,0,"Walangama","language","Australia",-17.60243295,142.4891266,"Koiarian","pama1250","Pama-Nyungan"
2907,"","wala1263",28,19,9,0,"Walangama","language","Australia",-17.60243295,142.4891266,"Berber","pama1250","Pama-Nyungan"
2907,"","wala1263",28,19,9,0,"Walangama","language","Australia",-17.60243295,142.4891266,"Western Arunachal","pama1250","Pama-Nyungan"
2907,"","wala1263",28,19,9,0,"Walangama","language","Australia",-17.60243295,142.4891266,"Burmese-Lolo","pama1250","Pama-Nyungan"
2907,"","wala1263",28,19,9,0,"Walangama","language","Australia",-17.60243295,142.4891266,"Bak","pama1250","Pama-Nyungan"
2907,"","wala1263",28,19,9,0,"Walangama","language","Australia",-17.60243295,142.4891266,"Western Pama-Nyungan","pama1250","Pama-Nyungan"
2907,"","wala1263",28,19,9,0,"Walangama","language","Australia",-17.60243295,142.4891266,"","pama1250","Pama-Nyungan"
2907,"","wala1263",28,19,9,0,"Walangama","language","Australia",-17.60243295,142.4891266,"Oceanic","pama1250","Pama-Nyungan"
2907,"","wala1263",28,19,9,0,"Walangama","language","Australia",-17.60243295,142.4891266,"Pre-Andine Arawakan","pama1250","Pama-Nyungan"
2907,"","wala1263",28,19,9,0,"Walangama","language","Australia",-17.60243295,142.4891266,"Athapaskan","pama1250","Pama-Nyungan"
2907,"","wala1263",28,19,9,0,"Walangama","language","Australia",-17.60243295,142.4891266,"Mayan","pama1250","Pama-Nyungan"
2907,"","wala1263",28,19,9,0,"Walangama","language","Australia",-17.60243295,142.4891266,"Southeastern Pama-Nyungan","pama1250","Pama-Nyungan"
2907,"","wala1263",28,19,9,0,"Walangama","language","Australia",-17.60243295,142.4891266,"Cholon","pama1250","Pama-Nyungan"
2907,"","wala1263",28,19,9,0,"Walangama","language","Australia",-17.60243295,142.4891266,"Mayan","pama1250","Pama-Nyungan"
2907,"","wala1263",28,19,9,0,"Walangama","language","Australia",-17.60243295,142.4891266,"Matacoan","pama1250","Pama-Nyungan"
2907,"","wala1263",28,19,9,0,"Walangama","language","Australia",-17.60243295,142.4891266,"Mixtecan","pama1250","Pama-Nyungan"
2907,"","wala1263",28,19,9,0,"Walangama","language","Australia",-17.60243295,142.4891266,"Timote-Cuica","pama1250","Pama-Nyungan"
2907,"","wala1263",28,19,9,0,"Walangama","language","Australia",-17.60243295,142.4891266,"","pama1250","Pama-Nyungan"
2907,"","wala1263",28,19,9,0,"Walangama","language","Australia",-17.60243295,142.4891266,"Biu-Mandara","pama1250","Pama-Nyungan"
2907,"","wala1263",28,19,9,0,"Walangama","language","Australia",-17.60243295,142.4891266,"Indic","pama1250","Pama-Nyungan"
2907,"","wala1263",28,19,9,0,"Walangama","language","Australia",-17.60243295,142.4891266,"Samoyedic","pama1250","Pama-Nyungan"
2907,"","wala1263",28,19,9,0,"Walangama","language","Australia",-17.60243295,142.4891266,"Tacame","pama1250","Pama-Nyungan"
2907,"","wala1263",28,19,9,0,"Walangama","language","Australia",-17.60243295,142.4891266,"Biu-Mandara","pama1250","Pama-Nyungan"
2907,"","wala1263",28,19,9,0,"Walangama","language","Australia",-17.60243295,142.4891266,"South-Central Dravidian","pama1250","Pama-Nyungan"
2907,"","wala1263",28,19,9,0,"Walangama","language","Australia",-17.60243295,142.4891266,"Kru","pama1250","Pama-Nyungan"
2907,"","wala1263",28,19,9,0,"Walangama","language","Australia",-17.60243295,142.4891266,"Bodic","pama1250","Pama-Nyungan"
2907,"","wala1263",28,19,9,0,"Walangama","language","Australia",-17.60243295,142.4891266,"","pama1250","Pama-Nyungan"
2907,"","wala1263",28,19,9,0,"Walangama","language","Australia",-17.60243295,142.4891266,"Sign Languages","pama1250","Pama-Nyungan"
2907,"","wala1263",28,19,9,0,"Walangama","language","Australia",-17.60243295,142.4891266,"Hmong-Mien","pama1250","Pama-Nyungan"
2907,"","wala1263",28,19,9,0,"Walangama","language","Australia",-17.60243295,142.4891266,"Sign Languages","pama1250","Pama-Nyungan"
2907,"","wala1263",28,19,9,0,"Walangama","language","Australia",-17.60243295,142.4891266,"Mayan","pama1250","Pama-Nyungan"
2907,"","wala1263",28,19,9,0,"Walangama","language","Australia",-17.60243295,142.4891266,"Western Mande","pama1250","Pama-Nyungan"
2907,"","wala1263",28,19,9,0,"Walangama","language","Australia",-17.60243295,142.4891266,"Burmese-Lolo","pama1250","Pama-Nyungan"
2907,"","wala1263",28,19,9,0,"Walangama","language","Australia",-17.60243295,142.4891266,"Bodic","pama1250","Pama-Nyungan"
2907,"","wala1263",28,19,9,0,"Walangama","language","Australia",-17.60243295,142.4891266,"Central Pama-Nyungan","pama1250","Pama-Nyungan"
2907,"","wala1263",28,19,9,0,"Walangama","language","Australia",-17.60243295,142.4891266,"Panoan","pama1250","Pama-Nyungan"
2907,"","wala1263",28,19,9,0,"Walangama","language","Australia",-17.60243295,142.4891266,"North Borneo","pama1250","Pama-Nyungan"
2907,"","wala1263",28,19,9,0,"Walangama","language","Australia",-17.60243295,142.4891266,"Engan","pama1250","Pama-Nyungan"
2907,"","wala1263",28,19,9,0,"Walangama","language","Australia",-17.60243295,142.4891266,"Creoles and Pidgins","pama1250","Pama-Nyungan"
2907,"","wala1263",28,19,9,0,"Walangama","language","Australia",-17.60243295,142.4891266,"Mel","pama1250","Pama-Nyungan"
2907,"","wala1263",28,19,9,0,"Walangama","language","Australia",-17.60243295,142.4891266,"Awju-Dumut","pama1250","Pama-Nyungan"
2907,"","wala1263",28,19,9,0,"Walangama","language","Australia",-17.60243295,142.4891266,"Kapixana","pama1250","Pama-Nyungan"
2907,"","wala1263",28,19,9,0,"Walangama","language","Australia",-17.60243295,142.4891266,"Central Dravidian","pama1250","Pama-Nyungan"
2907,"","wala1263",28,19,9,0,"Walangama","language","Australia",-17.60243295,142.4891266,"Karen","pama1250","Pama-Nyungan"
2907,"","wala1263",28,19,9,0,"Walangama","language","Australia",-17.60243295,142.4891266,"Pearic","pama1250","Pama-Nyungan"
2907,"","wala1263",28,19,9,0,"Walangama","language","Australia",-17.60243295,142.4891266,"Chinookan","pama1250","Pama-Nyungan"
2907,"","wala1263",28,19,9,0,"Walangama","language","Australia",-17.60243295,142.4891266,"Yeniseian","pama1250","Pama-Nyungan"
2907,"","wala1263",28,19,9,0,"Walangama","language","Australia",-17.60243295,142.4891266,"Katuic","pama1250","Pama-Nyungan"
2907,"","wala1263",28,19,9,0,"Walangama","language","Australia",-17.60243295,142.4891266,"","pama1250","Pama-Nyungan"
2907,"","wala1263",28,19,9,0,"Walangama","language","Australia",-17.60243295,142.4891266,"Creoles and Pidgins","pama1250","Pama-Nyungan"
2907,"","wala1263",28,19,9,0,"Walangama","language","Australia",-17.60243295,142.4891266,"Sign Languages","pama1250","Pama-Nyungan"
2907,"","wala1263",28,19,9,0,"Walangama","language","Australia",-17.60243295,142.4891266,"","pama1250","Pama-Nyungan"
2907,"","wala1263",28,19,9,0,"Walangama","language","Australia",-17.60243295,142.4891266,"Otomian","pama1250","Pama-Nyungan"
2907,"","wala1263",28,19,9,0,"Walangama","language","Australia",-17.60243295,142.4891266,"Northern Pama-Nyungan","pama1250","Pama-Nyungan"
2907,"","wala1263",28,19,9,0,"Walangama","language","Australia",-17.60243295,142.4891266,"Chimúan","pama1250","Pama-Nyungan"
2907,"","wala1263",28,19,9,0,"Walangama","language","Australia",-17.60243295,142.4891266,"Southeastern Pama-Nyungan","pama1250","Pama-Nyungan"
2907,"","wala1263",28,19,9,0,"Walangama","language","Australia",-17.60243295,142.4891266,"Mongolic","pama1250","Pama-Nyungan"
2907,"","wala1263",28,19,9,0,"Walangama","language","Australia",-17.60243295,142.4891266,"","pama1250","Pama-Nyungan"
2907,"","wala1263",28,19,9,0,"Walangama","language","Australia",-17.60243295,142.4891266,"Bantoid","pama1250","Pama-Nyungan"
2907,"","wala1263",28,19,9,0,"Walangama","language","Australia",-17.60243295,142.4891266,"Alto-Orinoco","pama1250","Pama-Nyungan"
2907,"","wala1263",28,19,9,0,"Walangama","language","Australia",-17.60243295,142.4891266,"Oceanic","pama1250","Pama-Nyungan"
2907,"","wala1263",28,19,9,0,"Walangama","language","Australia",-17.60243295,142.4891266,"Bantoid","pama1250","Pama-Nyungan"
2907,"","wala1263",28,19,9,0,"Walangama","language","Australia",-17.60243295,142.4891266,"Northern Pama-Nyungan","pama1250","Pama-Nyungan"
2907,"","wala1263",28,19,9,0,"Walangama","language","Australia",-17.60243295,142.4891266,"Ubangi","pama1250","Pama-Nyungan"
2907,"","wala1263",28,19,9,0,"Walangama","language","Australia",-17.60243295,142.4891266,"Western Pama-Nyungan","pama1250","Pama-Nyungan"
2907,"","wala1263",28,19,9,0,"Walangama","language","Australia",-17.60243295,142.4891266,"Aztecan","pama1250","Pama-Nyungan"
2907,"","wala1263",28,19,9,0,"Walangama","language","Australia",-17.60243295,142.4891266,"Aztecan","pama1250","Pama-Nyungan"
2907,"","wala1263",28,19,9,0,"Walangama","language","Australia",-17.60243295,142.4891266,"Aztecan","pama1250","Pama-Nyungan"
2907,"","wala1263",28,19,9,0,"Walangama","language","Australia",-17.60243295,142.4891266,"Aztecan","pama1250","Pama-Nyungan"
2907,"","wala1263",28,19,9,0,"Walangama","language","Australia",-17.60243295,142.4891266,"Central Malayo-Polynesian","pama1250","Pama-Nyungan"
2907,"","wala1263",28,19,9,0,"Walangama","language","Australia",-17.60243295,142.4891266,"Algonquian","pama1250","Pama-Nyungan"
2907,"","wala1263",28,19,9,0,"Walangama","language","Australia",-17.60243295,142.4891266,"Palaungic","pama1250","Pama-Nyungan"
2907,"","wala1263",28,19,9,0,"Walangama","language","Australia",-17.60243295,142.4891266,"Qiangic","pama1250","Pama-Nyungan"
2907,"","wala1263",28,19,9,0,"Walangama","language","Australia",-17.60243295,142.4891266,"","pama1250","Pama-Nyungan"
2907,"","wala1263",28,19,9,0,"Walangama","language","Australia",-17.60243295,142.4891266,"Quechuan","pama1250","Pama-Nyungan"
2907,"","wala1263",28,19,9,0,"Walangama","language","Australia",-17.60243295,142.4891266,"Qiangic","pama1250","Pama-Nyungan"
2907,"","wala1263",28,19,9,0,"Walangama","language","Australia",-17.60243295,142.4891266,"Creoles and Pidgins","pama1250","Pama-Nyungan"
2907,"","wala1263",28,19,9,0,"Walangama","language","Australia",-17.60243295,142.4891266,"Indic","pama1250","Pama-Nyungan"
2907,"","wala1263",28,19,9,0,"Walangama","language","Australia",-17.60243295,142.4891266,"Slavic","pama1250","Pama-Nyungan"
2907,"","wala1263",28,19,9,0,"Walangama","language","Australia",-17.60243295,142.4891266,"Sahaptian","pama1250","Pama-Nyungan"
2907,"","wala1263",28,19,9,0,"Walangama","language","Australia",-17.60243295,142.4891266,"Athapaskan","pama1250","Pama-Nyungan"
2907,"","wala1263",28,19,9,0,"Walangama","language","Australia",-17.60243295,142.4891266,"","pama1250","Pama-Nyungan"
2907,"","wala1263",28,19,9,0,"Walangama","language","Australia",-17.60243295,142.4891266,"Slavic","pama1250","Pama-Nyungan"
2907,"","wala1263",28,19,9,0,"Walangama","language","Australia",-17.60243295,142.4891266,"Bahnaric","pama1250","Pama-Nyungan"
2907,"","wala1263",28,19,9,0,"Walangama","language","Australia",-17.60243295,142.4891266,"Bodic","pama1250","Pama-Nyungan"
2907,"","wala1263",28,19,9,0,"Walangama","language","Australia",-17.60243295,142.4891266,"Western Saharan","pama1250","Pama-Nyungan"
2907,"","wala1263",28,19,9,0,"Walangama","language","Australia",-17.60243295,142.4891266,"Dogon","pama1250","Pama-Nyungan"
2907,"","wala1263",28,19,9,0,"Walangama","language","Australia",-17.60243295,142.4891266,"Tasmanian","pama1250","Pama-Nyungan"
2907,"","wala1263",28,19,9,0,"Walangama","language","Australia",-17.60243295,142.4891266,"","pama1250","Pama-Nyungan"
2907,"","wala1263",28,19,9,0,"Walangama","language","Australia",-17.60243295,142.4891266,"Celebic","pama1250","Pama-Nyungan"
2907,"","wala1263",28,19,9,0,"Walangama","language","Australia",-17.60243295,142.4891266,"Tupi-Guaraní","pama1250","Pama-Nyungan"
2907,"","wala1263",28,19,9,0,"Walangama","language","Australia",-17.60243295,142.4891266,"Turkic","pama1250","Pama-Nyungan"
2907,"","wala1263",28,19,9,0,"Walangama","language","Australia",-17.60243295,142.4891266,"Chimbu","pama1250","Pama-Nyungan"
2907,"","wala1263",28,19,9,0,"Walangama","language","Australia",-17.60243295,142.4891266,"Western Pama-Nyungan","pama1250","Pama-Nyungan"
2907,"","wala1263",28,19,9,0,"Walangama","language","Australia",-17.60243295,142.4891266,"Southeastern Pama-Nyungan","pama1250","Pama-Nyungan"
2907,"","wala1263",28,19,9,0,"Walangama","language","Australia",-17.60243295,142.4891266,"Serra Hills","pama1250","Pama-Nyungan"
2907,"","wala1263",28,19,9,0,"Walangama","language","Australia",-17.60243295,142.4891266,"Southeastern Pama-Nyungan","pama1250","Pama-Nyungan"
2907,"","wala1263",28,19,9,0,"Walangama","language","Australia",-17.60243295,142.4891266,"Southeastern Pama-Nyungan","pama1250","Pama-Nyungan"
2907,"","wala1263",28,19,9,0,"Walangama","language","Australia",-17.60243295,142.4891266,"Southeastern Pama-Nyungan","pama1250","Pama-Nyungan"
2907,"","wala1263",28,19,9,0,"Walangama","language","Australia",-17.60243295,142.4891266,"Germanic","pama1250","Pama-Nyungan"
2907,"","wala1263",28,19,9,0,"Walangama","language","Australia",-17.60243295,142.4891266,"","pama1250","Pama-Nyungan"
2907,"","wala1263",28,19,9,0,"Walangama","language","Australia",-17.60243295,142.4891266,"Southeastern Pama-Nyungan","pama1250","Pama-Nyungan"
2907,"","wala1263",28,19,9,0,"Walangama","language","Australia",-17.60243295,142.4891266,"Southeastern Pama-Nyungan","pama1250","Pama-Nyungan"
2908,"aid","alng1239",28,24,4,0,"Alngith","language","Australia",-12.5324,141.938,NA,"pama1250","Pama-Nyungan"
2909,"dth","arit1239",22,17,5,0,"Aritinngitigh","language","Australia",-12.50839255,142.138748,NA,"pama1250","Pama-Nyungan"
2910,"dgt","ndra1239",23,19,4,0,"Ndra'ngith","dialect","Australia",NA,NA,NA,"pama1250","Pama-Nyungan"
2911,"","tyan1235",29,19,10,0,"Tyanngayt-Mamngayt-Ntrwangayt-Ntrangit","language","Australia",-12.544,141.984,"Kombio-Arapesh","pama1250","Pama-Nyungan"
2911,"","tyan1235",29,19,10,0,"Tyanngayt-Mamngayt-Ntrwangayt-Ntrangit","language","Australia",-12.544,141.984,"Kuki-Chin","pama1250","Pama-Nyungan"
2911,"","tyan1235",29,19,10,0,"Tyanngayt-Mamngayt-Ntrwangayt-Ntrangit","language","Australia",-12.544,141.984,"Albanian","pama1250","Pama-Nyungan"
2911,"","tyan1235",29,19,10,0,"Tyanngayt-Mamngayt-Ntrwangayt-Ntrangit","language","Australia",-12.544,141.984,"Huarpe","pama1250","Pama-Nyungan"
2911,"","tyan1235",29,19,10,0,"Tyanngayt-Mamngayt-Ntrwangayt-Ntrangit","language","Australia",-12.544,141.984,"Central Pama-Nyungan","pama1250","Pama-Nyungan"
2911,"","tyan1235",29,19,10,0,"Tyanngayt-Mamngayt-Ntrwangayt-Ntrangit","language","Australia",-12.544,141.984,"Jirajaran","pama1250","Pama-Nyungan"
2911,"","tyan1235",29,19,10,0,"Tyanngayt-Mamngayt-Ntrwangayt-Ntrangit","language","Australia",-12.544,141.984,"Turkic","pama1250","Pama-Nyungan"
2911,"","tyan1235",29,19,10,0,"Tyanngayt-Mamngayt-Ntrwangayt-Ntrangit","language","Australia",-12.544,141.984,"Koiarian","pama1250","Pama-Nyungan"
2911,"","tyan1235",29,19,10,0,"Tyanngayt-Mamngayt-Ntrwangayt-Ntrangit","language","Australia",-12.544,141.984,"Berber","pama1250","Pama-Nyungan"
2911,"","tyan1235",29,19,10,0,"Tyanngayt-Mamngayt-Ntrwangayt-Ntrangit","language","Australia",-12.544,141.984,"Western Arunachal","pama1250","Pama-Nyungan"
2911,"","tyan1235",29,19,10,0,"Tyanngayt-Mamngayt-Ntrwangayt-Ntrangit","language","Australia",-12.544,141.984,"Burmese-Lolo","pama1250","Pama-Nyungan"
2911,"","tyan1235",29,19,10,0,"Tyanngayt-Mamngayt-Ntrwangayt-Ntrangit","language","Australia",-12.544,141.984,"Bak","pama1250","Pama-Nyungan"
2911,"","tyan1235",29,19,10,0,"Tyanngayt-Mamngayt-Ntrwangayt-Ntrangit","language","Australia",-12.544,141.984,"Western Pama-Nyungan","pama1250","Pama-Nyungan"
2911,"","tyan1235",29,19,10,0,"Tyanngayt-Mamngayt-Ntrwangayt-Ntrangit","language","Australia",-12.544,141.984,"","pama1250","Pama-Nyungan"
2911,"","tyan1235",29,19,10,0,"Tyanngayt-Mamngayt-Ntrwangayt-Ntrangit","language","Australia",-12.544,141.984,"Oceanic","pama1250","Pama-Nyungan"
2911,"","tyan1235",29,19,10,0,"Tyanngayt-Mamngayt-Ntrwangayt-Ntrangit","language","Australia",-12.544,141.984,"Pre-Andine Arawakan","pama1250","Pama-Nyungan"
2911,"","tyan1235",29,19,10,0,"Tyanngayt-Mamngayt-Ntrwangayt-Ntrangit","language","Australia",-12.544,141.984,"Athapaskan","pama1250","Pama-Nyungan"
2911,"","tyan1235",29,19,10,0,"Tyanngayt-Mamngayt-Ntrwangayt-Ntrangit","language","Australia",-12.544,141.984,"Mayan","pama1250","Pama-Nyungan"
2911,"","tyan1235",29,19,10,0,"Tyanngayt-Mamngayt-Ntrwangayt-Ntrangit","language","Australia",-12.544,141.984,"Southeastern Pama-Nyungan","pama1250","Pama-Nyungan"
2911,"","tyan1235",29,19,10,0,"Tyanngayt-Mamngayt-Ntrwangayt-Ntrangit","language","Australia",-12.544,141.984,"Cholon","pama1250","Pama-Nyungan"
2911,"","tyan1235",29,19,10,0,"Tyanngayt-Mamngayt-Ntrwangayt-Ntrangit","language","Australia",-12.544,141.984,"Mayan","pama1250","Pama-Nyungan"
2911,"","tyan1235",29,19,10,0,"Tyanngayt-Mamngayt-Ntrwangayt-Ntrangit","language","Australia",-12.544,141.984,"Matacoan","pama1250","Pama-Nyungan"
2911,"","tyan1235",29,19,10,0,"Tyanngayt-Mamngayt-Ntrwangayt-Ntrangit","language","Australia",-12.544,141.984,"Mixtecan","pama1250","Pama-Nyungan"
2911,"","tyan1235",29,19,10,0,"Tyanngayt-Mamngayt-Ntrwangayt-Ntrangit","language","Australia",-12.544,141.984,"Timote-Cuica","pama1250","Pama-Nyungan"
2911,"","tyan1235",29,19,10,0,"Tyanngayt-Mamngayt-Ntrwangayt-Ntrangit","language","Australia",-12.544,141.984,"","pama1250","Pama-Nyungan"
2911,"","tyan1235",29,19,10,0,"Tyanngayt-Mamngayt-Ntrwangayt-Ntrangit","language","Australia",-12.544,141.984,"Biu-Mandara","pama1250","Pama-Nyungan"
2911,"","tyan1235",29,19,10,0,"Tyanngayt-Mamngayt-Ntrwangayt-Ntrangit","language","Australia",-12.544,141.984,"Indic","pama1250","Pama-Nyungan"
2911,"","tyan1235",29,19,10,0,"Tyanngayt-Mamngayt-Ntrwangayt-Ntrangit","language","Australia",-12.544,141.984,"Samoyedic","pama1250","Pama-Nyungan"
2911,"","tyan1235",29,19,10,0,"Tyanngayt-Mamngayt-Ntrwangayt-Ntrangit","language","Australia",-12.544,141.984,"Tacame","pama1250","Pama-Nyungan"
2911,"","tyan1235",29,19,10,0,"Tyanngayt-Mamngayt-Ntrwangayt-Ntrangit","language","Australia",-12.544,141.984,"Biu-Mandara","pama1250","Pama-Nyungan"
2911,"","tyan1235",29,19,10,0,"Tyanngayt-Mamngayt-Ntrwangayt-Ntrangit","language","Australia",-12.544,141.984,"South-Central Dravidian","pama1250","Pama-Nyungan"
2911,"","tyan1235",29,19,10,0,"Tyanngayt-Mamngayt-Ntrwangayt-Ntrangit","language","Australia",-12.544,141.984,"Kru","pama1250","Pama-Nyungan"
2911,"","tyan1235",29,19,10,0,"Tyanngayt-Mamngayt-Ntrwangayt-Ntrangit","language","Australia",-12.544,141.984,"Bodic","pama1250","Pama-Nyungan"
2911,"","tyan1235",29,19,10,0,"Tyanngayt-Mamngayt-Ntrwangayt-Ntrangit","language","Australia",-12.544,141.984,"","pama1250","Pama-Nyungan"
2911,"","tyan1235",29,19,10,0,"Tyanngayt-Mamngayt-Ntrwangayt-Ntrangit","language","Australia",-12.544,141.984,"Sign Languages","pama1250","Pama-Nyungan"
2911,"","tyan1235",29,19,10,0,"Tyanngayt-Mamngayt-Ntrwangayt-Ntrangit","language","Australia",-12.544,141.984,"Hmong-Mien","pama1250","Pama-Nyungan"
2911,"","tyan1235",29,19,10,0,"Tyanngayt-Mamngayt-Ntrwangayt-Ntrangit","language","Australia",-12.544,141.984,"Sign Languages","pama1250","Pama-Nyungan"
2911,"","tyan1235",29,19,10,0,"Tyanngayt-Mamngayt-Ntrwangayt-Ntrangit","language","Australia",-12.544,141.984,"Mayan","pama1250","Pama-Nyungan"
2911,"","tyan1235",29,19,10,0,"Tyanngayt-Mamngayt-Ntrwangayt-Ntrangit","language","Australia",-12.544,141.984,"Western Mande","pama1250","Pama-Nyungan"
2911,"","tyan1235",29,19,10,0,"Tyanngayt-Mamngayt-Ntrwangayt-Ntrangit","language","Australia",-12.544,141.984,"Burmese-Lolo","pama1250","Pama-Nyungan"
2911,"","tyan1235",29,19,10,0,"Tyanngayt-Mamngayt-Ntrwangayt-Ntrangit","language","Australia",-12.544,141.984,"Bodic","pama1250","Pama-Nyungan"
2911,"","tyan1235",29,19,10,0,"Tyanngayt-Mamngayt-Ntrwangayt-Ntrangit","language","Australia",-12.544,141.984,"Central Pama-Nyungan","pama1250","Pama-Nyungan"
2911,"","tyan1235",29,19,10,0,"Tyanngayt-Mamngayt-Ntrwangayt-Ntrangit","language","Australia",-12.544,141.984,"Panoan","pama1250","Pama-Nyungan"
2911,"","tyan1235",29,19,10,0,"Tyanngayt-Mamngayt-Ntrwangayt-Ntrangit","language","Australia",-12.544,141.984,"North Borneo","pama1250","Pama-Nyungan"
2911,"","tyan1235",29,19,10,0,"Tyanngayt-Mamngayt-Ntrwangayt-Ntrangit","language","Australia",-12.544,141.984,"Engan","pama1250","Pama-Nyungan"
2911,"","tyan1235",29,19,10,0,"Tyanngayt-Mamngayt-Ntrwangayt-Ntrangit","language","Australia",-12.544,141.984,"Creoles and Pidgins","pama1250","Pama-Nyungan"
2911,"","tyan1235",29,19,10,0,"Tyanngayt-Mamngayt-Ntrwangayt-Ntrangit","language","Australia",-12.544,141.984,"Mel","pama1250","Pama-Nyungan"
2911,"","tyan1235",29,19,10,0,"Tyanngayt-Mamngayt-Ntrwangayt-Ntrangit","language","Australia",-12.544,141.984,"Awju-Dumut","pama1250","Pama-Nyungan"
2911,"","tyan1235",29,19,10,0,"Tyanngayt-Mamngayt-Ntrwangayt-Ntrangit","language","Australia",-12.544,141.984,"Kapixana","pama1250","Pama-Nyungan"
2911,"","tyan1235",29,19,10,0,"Tyanngayt-Mamngayt-Ntrwangayt-Ntrangit","language","Australia",-12.544,141.984,"Central Dravidian","pama1250","Pama-Nyungan"
2911,"","tyan1235",29,19,10,0,"Tyanngayt-Mamngayt-Ntrwangayt-Ntrangit","language","Australia",-12.544,141.984,"Karen","pama1250","Pama-Nyungan"
2911,"","tyan1235",29,19,10,0,"Tyanngayt-Mamngayt-Ntrwangayt-Ntrangit","language","Australia",-12.544,141.984,"Pearic","pama1250","Pama-Nyungan"
2911,"","tyan1235",29,19,10,0,"Tyanngayt-Mamngayt-Ntrwangayt-Ntrangit","language","Australia",-12.544,141.984,"Chinookan","pama1250","Pama-Nyungan"
2911,"","tyan1235",29,19,10,0,"Tyanngayt-Mamngayt-Ntrwangayt-Ntrangit","language","Australia",-12.544,141.984,"Yeniseian","pama1250","Pama-Nyungan"
2911,"","tyan1235",29,19,10,0,"Tyanngayt-Mamngayt-Ntrwangayt-Ntrangit","language","Australia",-12.544,141.984,"Katuic","pama1250","Pama-Nyungan"
2911,"","tyan1235",29,19,10,0,"Tyanngayt-Mamngayt-Ntrwangayt-Ntrangit","language","Australia",-12.544,141.984,"","pama1250","Pama-Nyungan"
2911,"","tyan1235",29,19,10,0,"Tyanngayt-Mamngayt-Ntrwangayt-Ntrangit","language","Australia",-12.544,141.984,"Creoles and Pidgins","pama1250","Pama-Nyungan"
