InventoryID,Glottocode,ISO6393,LanguageName,SpecificDialect,GlyphID,Phoneme,Allophones,Marginal,SegmentClass,Source,tone,stress,syllabic,short,long,consonantal,sonorant,continuant,delayedRelease,approximant,tap,trill,nasal,lateral,labial,round,labiodental,coronal,anterior,distributed,strident,dorsal,high,low,front,back,tense,retractedTongueRoot,advancedTongueRoot,periodicGlottalSource,epilaryngealSource,spreadGlottis,constrictedGlottis,fortis,raisedLarynxEjective,loweredLarynxImplosive,click,family_id,parent_id,name,bookkeeping,level,status,latitude,longitude,iso639P3code,description,markup_description,child_family_count,child_language_count,child_dialect_count,country_ids,glottocode,isocodes,macroarea
1549,kuwa1246,cwt,Kwatay,NA,025F,ɟ,ɟ,FALSE,consonant,gm,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,-,+,-,+,+,-,+,-,0,0,0,+,-,-,-,-,-,-,-,atla1278,kwat1245,Kuwaataay,False,language,definitely endangered,12.48255,-16.74835,cwt,NA,NA,0,0,0,SN,kuwa1246,cwt,Africa
1549,kuwa1246,cwt,Kwatay,NA,0272,ɲ,ɲ,FALSE,consonant,gm,0,-,-,-,-,+,+,-,0,-,-,-,+,-,-,0,0,+,-,+,-,+,+,-,+,-,0,0,0,+,-,-,-,-,-,-,-,atla1278,kwat1245,Kuwaataay,False,language,definitely endangered,12.48255,-16.74835,cwt,NA,NA,0,0,0,SN,kuwa1246,cwt,Africa
1550,atti1239,ati,Attie,Memni,0063,c,c,TRUE,consonant,gm,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,-,+,-,+,+,-,+,-,0,0,0,-,-,-,-,-,-,-,-,atla1278,nyoa1234,Attié,False,language,safe,5.9977,-3.8209,ati,NA,NA,0,0,3,CI,atti1239,ati,Africa
1550,atti1239,ati,Attie,Memni,006A,j,ɲ j j̃,FALSE,consonant,gm,0,-,-,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,+,0,0,+,-,-,-,-,-,-,-,atla1278,nyoa1234,Attié,False,language,safe,5.9977,-3.8209,ati,NA,NA,0,0,3,CI,atti1239,ati,Africa
1550,atti1239,ati,Attie,Memni,025F,ɟ,ɟ,TRUE,consonant,gm,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,-,+,-,+,+,-,+,-,0,0,0,+,-,-,-,-,-,-,-,atla1278,nyoa1234,Attié,False,language,safe,5.9977,-3.8209,ati,NA,NA,0,0,3,CI,atti1239,ati,Africa
1551,ango1258,aoa,Angolar,NA,006A,j,j,FALSE,consonant,gm,0,-,-,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,+,0,0,+,-,-,-,-,-,-,-,indo1319,lowe1440,Angolar,False,language,safe,0.11438,6.59486,aoa,NA,NA,0,0,0,ST,ango1258,aoa,Africa
1551,ango1258,aoa,Angolar,NA,0272,ɲ,ɲ,FALSE,consonant,gm,0,-,-,-,-,+,+,-,0,-,-,-,+,-,-,0,0,+,-,+,-,+,+,-,+,-,0,0,0,+,-,-,-,-,-,-,-,indo1319,lowe1440,Angolar,False,language,safe,0.11438,6.59486,aoa,NA,NA,0,0,0,ST,ango1258,aoa,Africa
1552,east2652,hae,"Oromo, Eastern",Harar,006A,j,j,FALSE,consonant,gm,0,-,-,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,+,0,0,+,-,-,-,-,-,-,-,afro1255,sout3218,Eastern Oromo,False,language,safe,8.67428,41.4395,hae,NA,NA,0,0,4,ET,east2652,hae,Africa
1552,east2652,hae,"Oromo, Eastern",Harar,006A+02D0,jː,jː,FALSE,consonant,gm,0,-,-,-,+,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,+,0,0,+,-,-,-,-,-,-,-,afro1255,sout3218,Eastern Oromo,False,language,safe,8.67428,41.4395,hae,NA,NA,0,0,4,ET,east2652,hae,Africa
1552,east2652,hae,"Oromo, Eastern",Harar,0272,ɲ,ɲ,TRUE,consonant,gm,0,-,-,-,-,+,+,-,0,-,-,-,+,-,-,0,0,+,-,+,-,+,+,-,+,-,0,0,0,+,-,-,-,-,-,-,-,afro1255,sout3218,Eastern Oromo,False,language,safe,8.67428,41.4395,hae,NA,NA,0,0,4,ET,east2652,hae,Africa
1552,east2652,hae,"Oromo, Eastern",Harar,0272+02D0,ɲː,ɲː,FALSE,consonant,gm,0,-,-,-,+,+,+,-,0,-,-,-,+,-,-,0,0,+,-,+,-,+,+,-,+,-,0,0,0,+,-,-,-,-,-,-,-,afro1255,sout3218,Eastern Oromo,False,language,safe,8.67428,41.4395,hae,NA,NA,0,0,4,ET,east2652,hae,Africa
1553,uppe1455,pov,Kriyol,NA,0063,c,c,FALSE,consonant,gm,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,-,+,-,+,+,-,+,-,0,0,0,-,-,-,-,-,-,-,-,indo1319,uppe1458,Upper Guinea Crioulo,False,language,safe,13.2335066667,-15.33254,pov,NA,NA,0,0,3,GM GW SN US,uppe1455,pov,Africa
1553,uppe1455,pov,Kriyol,NA,006A,j,j,FALSE,consonant,gm,0,-,-,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,+,0,0,+,-,-,-,-,-,-,-,indo1319,uppe1458,Upper Guinea Crioulo,False,language,safe,13.2335066667,-15.33254,pov,NA,NA,0,0,3,GM GW SN US,uppe1455,pov,Africa
1553,uppe1455,pov,Kriyol,NA,025F,ɟ,ɟ,FALSE,consonant,gm,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,-,+,-,+,+,-,+,-,0,0,0,+,-,-,-,-,-,-,-,indo1319,uppe1458,Upper Guinea Crioulo,False,language,safe,13.2335066667,-15.33254,pov,NA,NA,0,0,3,GM GW SN US,uppe1455,pov,Africa
1553,uppe1455,pov,Kriyol,NA,0272,ɲ,ɲ,FALSE,consonant,gm,0,-,-,-,-,+,+,-,0,-,-,-,+,-,-,0,0,+,-,+,-,+,+,-,+,-,0,0,0,+,-,-,-,-,-,-,-,indo1319,uppe1458,Upper Guinea Crioulo,False,language,safe,13.2335066667,-15.33254,pov,NA,NA,0,0,3,GM GW SN US,uppe1455,pov,Africa
1554,akoo1248,bss,Akoose,Nyasoso,0063,c,c,FALSE,consonant,gm,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,-,+,-,+,+,-,+,-,0,0,0,-,-,-,-,-,-,-,-,atla1278,cent2284,Akoose,False,language,safe,4.9243,9.65522,bss,NA,NA,0,0,7,CM,akoo1248,bss,Africa
1554,akoo1248,bss,Akoose,Nyasoso,006A,j,j,FALSE,consonant,gm,0,-,-,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,+,0,0,+,-,-,-,-,-,-,-,atla1278,cent2284,Akoose,False,language,safe,4.9243,9.65522,bss,NA,NA,0,0,7,CM,akoo1248,bss,Africa
1554,akoo1248,bss,Akoose,Nyasoso,025F,ɟ,ɟ,FALSE,consonant,gm,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,-,+,-,+,+,-,+,-,0,0,0,+,-,-,-,-,-,-,-,atla1278,cent2284,Akoose,False,language,safe,4.9243,9.65522,bss,NA,NA,0,0,7,CM,akoo1248,bss,Africa
1554,akoo1248,bss,Akoose,Nyasoso,0272,ɲ,ɲ ŋ,FALSE,consonant,gm,0,-,-,-,-,+,+,-,0,-,-,-,+,-,-,0,0,+,-,+,-,+,+,-,+,-,0,0,0,+,-,-,-,-,-,-,-,atla1278,cent2284,Akoose,False,language,safe,4.9243,9.65522,bss,NA,NA,0,0,7,CM,akoo1248,bss,Africa
1555,baka1273,bqz,Bakaka (Mwaneka),Mwaneka,006A,j,j,FALSE,consonant,gm,0,-,-,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,+,0,0,+,-,-,-,-,-,-,-,atla1278,cent2284,Bakaka,False,language,vulnerable,4.79991,9.80402,bqz,NA,NA,0,0,6,CM,baka1273,bqz,Africa
1555,baka1273,bqz,Bakaka (Mwaneka),Mwaneka,025F,ɟ,ɟ,FALSE,consonant,gm,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,-,+,-,+,+,-,+,-,0,0,0,+,-,-,-,-,-,-,-,atla1278,cent2284,Bakaka,False,language,vulnerable,4.79991,9.80402,bqz,NA,NA,0,0,6,CM,baka1273,bqz,Africa
1555,baka1273,bqz,Bakaka (Mwaneka),Mwaneka,0272,ɲ,ɲ,FALSE,consonant,gm,0,-,-,-,-,+,+,-,0,-,-,-,+,-,-,0,0,+,-,+,-,+,+,-,+,-,0,0,0,+,-,-,-,-,-,-,-,atla1278,cent2284,Bakaka,False,language,vulnerable,4.79991,9.80402,bqz,NA,NA,0,0,6,CM,baka1273,bqz,Africa
1556,baka1273,bqz,Bakaka (Babong),Babong,006A,j,j,FALSE,consonant,gm,0,-,-,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,+,0,0,+,-,-,-,-,-,-,-,atla1278,cent2284,Bakaka,False,language,vulnerable,4.79991,9.80402,bqz,NA,NA,0,0,6,CM,baka1273,bqz,Africa
1556,baka1273,bqz,Bakaka (Babong),Babong,025F,ɟ,ɟ,FALSE,consonant,gm,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,-,+,-,+,+,-,+,-,0,0,0,+,-,-,-,-,-,-,-,atla1278,cent2284,Bakaka,False,language,vulnerable,4.79991,9.80402,bqz,NA,NA,0,0,6,CM,baka1273,bqz,Africa
1557,baka1273,bqz,Bakaka (Mkaa'),Mkaa',006A,j,j,FALSE,consonant,gm,0,-,-,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,+,0,0,+,-,-,-,-,-,-,-,atla1278,cent2284,Bakaka,False,language,vulnerable,4.79991,9.80402,bqz,NA,NA,0,0,6,CM,baka1273,bqz,Africa
1557,baka1273,bqz,Bakaka (Mkaa'),Mkaa',025F,ɟ,ɟ,FALSE,consonant,gm,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,-,+,-,+,+,-,+,-,0,0,0,+,-,-,-,-,-,-,-,atla1278,cent2284,Bakaka,False,language,vulnerable,4.79991,9.80402,bqz,NA,NA,0,0,6,CM,baka1273,bqz,Africa
1557,baka1273,bqz,Bakaka (Mkaa'),Mkaa',0272,ɲ,ɲ,FALSE,consonant,gm,0,-,-,-,-,+,+,-,0,-,-,-,+,-,-,0,0,+,-,+,-,+,+,-,+,-,0,0,0,+,-,-,-,-,-,-,-,atla1278,cent2284,Bakaka,False,language,vulnerable,4.79991,9.80402,bqz,NA,NA,0,0,6,CM,baka1273,bqz,Africa
1558,mboc1235,mbo,Mbo (Ekanang),Ekanang,025F,ɟ,ɟ,FALSE,consonant,gm,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,-,+,-,+,+,-,+,-,0,0,0,+,-,-,-,-,-,-,-,atla1278,mane1268,Mbo (Cameroon),False,language,vulnerable,5.13981,9.92766,mbo,NA,NA,0,0,4,CM,mboc1235,mbo,Africa
1558,mboc1235,mbo,Mbo (Ekanang),Ekanang,0272,ɲ,ɲ,FALSE,consonant,gm,0,-,-,-,-,+,+,-,0,-,-,-,+,-,-,0,0,+,-,+,-,+,+,-,+,-,0,0,0,+,-,-,-,-,-,-,-,atla1278,mane1268,Mbo (Cameroon),False,language,vulnerable,5.13981,9.92766,mbo,NA,NA,0,0,4,CM,mboc1235,mbo,Africa
1559,bass1260,bsi,Bassossi,Mienge,006A,j,j,FALSE,consonant,gm,0,-,-,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,+,0,0,+,-,-,-,-,-,-,-,atla1278,mane1268,Bassossi,False,language,safe,5.23655,9.52275,bsi,NA,NA,0,0,1,CM,bass1260,bsi,Africa
1559,bass1260,bsi,Bassossi,Mienge,025F,ɟ,ɟ,FALSE,consonant,gm,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,-,+,-,+,+,-,+,-,0,0,0,+,-,-,-,-,-,-,-,atla1278,mane1268,Bassossi,False,language,safe,5.23655,9.52275,bsi,NA,NA,0,0,1,CM,bass1260,bsi,Africa
1559,bass1260,bsi,Bassossi,Mienge,0272,ɲ,ɲ,FALSE,consonant,gm,0,-,-,-,-,+,+,-,0,-,-,-,+,-,-,0,0,+,-,+,-,+,+,-,+,-,0,0,0,+,-,-,-,-,-,-,-,atla1278,mane1268,Bassossi,False,language,safe,5.23655,9.52275,bsi,NA,NA,0,0,1,CM,bass1260,bsi,Africa
1560,mboc1235,mbo,Mbo (Ngwatta),Ngwatta,006A,j,j,FALSE,consonant,gm,0,-,-,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,+,0,0,+,-,-,-,-,-,-,-,atla1278,mane1268,Mbo (Cameroon),False,language,vulnerable,5.13981,9.92766,mbo,NA,NA,0,0,4,CM,mboc1235,mbo,Africa
1560,mboc1235,mbo,Mbo (Ngwatta),Ngwatta,006A+02C0,jˀ,jˀ,FALSE,consonant,gm,0,-,-,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,+,0,0,+,-,-,+,-,-,-,-,atla1278,mane1268,Mbo (Cameroon),False,language,vulnerable,5.13981,9.92766,mbo,NA,NA,0,0,4,CM,mboc1235,mbo,Africa
1560,mboc1235,mbo,Mbo (Ngwatta),Ngwatta,025F,ɟ,ɟ,FALSE,consonant,gm,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,-,+,-,+,+,-,+,-,0,0,0,+,-,-,-,-,-,-,-,atla1278,mane1268,Mbo (Cameroon),False,language,vulnerable,5.13981,9.92766,mbo,NA,NA,0,0,4,CM,mboc1235,mbo,Africa
1560,mboc1235,mbo,Mbo (Ngwatta),Ngwatta,0272,ɲ,ɲ,FALSE,consonant,gm,0,-,-,-,-,+,+,-,0,-,-,-,+,-,-,0,0,+,-,+,-,+,+,-,+,-,0,0,0,+,-,-,-,-,-,-,-,atla1278,mane1268,Mbo (Cameroon),False,language,vulnerable,5.13981,9.92766,mbo,NA,NA,0,0,4,CM,mboc1235,mbo,Africa
1561,libe1240,lir,Liberian English,NA,006A,j,j,FALSE,consonant,gm,0,-,-,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,+,0,0,+,-,-,-,-,-,-,-,pidg1258,engl1287,Kru Pidgin English,False,language,safe,6.423,-10.5284,lir,NA,NA,0,0,0,LR,libe1240,lir,Africa
1561,libe1240,lir,Liberian English,NA,0272,ɲ,ɲ,FALSE,consonant,gm,0,-,-,-,-,+,+,-,0,-,-,-,+,-,-,0,0,+,-,+,-,+,+,-,+,-,0,0,0,+,-,-,-,-,-,-,-,pidg1258,engl1287,Kru Pidgin English,False,language,safe,6.423,-10.5284,lir,NA,NA,0,0,0,LR,libe1240,lir,Africa
1562,gagu1242,ggu,Gban,NA,0063,c,c,TRUE,consonant,gm,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,-,+,-,+,+,-,+,-,0,0,0,-,-,-,-,-,-,-,-,mand1469,beng1285,Gban,False,language,safe,6.40859,-5.51851,ggu,NA,NA,0,0,4,CI,gagu1242,ggu,Africa
1562,gagu1242,ggu,Gban,NA,006A,j,j ɲj̃,FALSE,consonant,gm,0,-,-,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,+,0,0,+,-,-,-,-,-,-,-,mand1469,beng1285,Gban,False,language,safe,6.40859,-5.51851,ggu,NA,NA,0,0,4,CI,gagu1242,ggu,Africa
1562,gagu1242,ggu,Gban,NA,025F,ɟ,ɟ,TRUE,consonant,gm,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,-,+,-,+,+,-,+,-,0,0,0,+,-,-,-,-,-,-,-,mand1469,beng1285,Gban,False,language,safe,6.40859,-5.51851,ggu,NA,NA,0,0,4,CI,gagu1242,ggu,Africa
1563,eton1253,eto,Eton,NA,006A,j,j,FALSE,consonant,gm,0,-,-,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,+,0,0,+,-,-,-,-,-,-,-,atla1278,yaun1239,Eton-Mengisa,False,language,safe,4.21045,11.3935,eto,NA,NA,0,0,4,CM,eton1253,eto,Africa
1563,eton1253,eto,Eton,NA,0272,ɲ,ɲ,FALSE,consonant,gm,0,-,-,-,-,+,+,-,0,-,-,-,+,-,-,0,0,+,-,+,-,+,+,-,+,-,0,0,0,+,-,-,-,-,-,-,-,atla1278,yaun1239,Eton-Mengisa,False,language,safe,4.21045,11.3935,eto,NA,NA,0,0,4,CM,eton1253,eto,Africa
1564,reun1238,rcf,Reunionnais,NA,006A,j,j,FALSE,consonant,gm,0,-,-,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,+,0,0,+,-,-,-,-,-,-,-,indo1319,macr1273,Réunion Creole French,False,language,safe,-21.1131,55.5321,rcf,NA,NA,0,0,0,RE,reun1238,rcf,Africa
1564,reun1238,rcf,Reunionnais,NA,006A+0303,j̃,j̃,FALSE,consonant,gm,0,-,-,-,-,-,+,+,0,+,-,-,+,-,-,0,0,-,0,0,0,+,+,-,+,-,+,0,0,+,-,-,-,-,-,-,-,indo1319,macr1273,Réunion Creole French,False,language,safe,-21.1131,55.5321,rcf,NA,NA,0,0,0,RE,reun1238,rcf,Africa
1565,nucl1440,mls,Masalit,NA,006A,j,j j,FALSE,consonant,gm,0,-,-,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,+,0,0,+,-,-,-,-,-,-,-,maba1274,masa1301,Masalit,False,language,safe,13.2733,22.1752,mls,NA,NA,0,0,5,SD TD,nucl1440,mls,Africa
1565,nucl1440,mls,Masalit,NA,0272,ɲ,ɲ,FALSE,consonant,gm,0,-,-,-,-,+,+,-,0,-,-,-,+,-,-,0,0,+,-,+,-,+,+,-,+,-,0,0,0,+,-,-,-,-,-,-,-,maba1274,masa1301,Masalit,False,language,safe,13.2733,22.1752,mls,NA,NA,0,0,5,SD TD,nucl1440,mls,Africa
1566,saot1239,cri,Saotomense,NA,006A,j,j,FALSE,consonant,gm,0,-,-,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,+,0,0,+,-,-,-,-,-,-,-,indo1319,saot1240,Sãotomense,False,language,vulnerable,0.28332,6.61935,cri,NA,NA,0,0,0,ST,saot1239,cri,Africa
1566,saot1239,cri,Saotomense,NA,0272,ɲ,ɲ,TRUE,consonant,gm,0,-,-,-,-,+,+,-,0,-,-,-,+,-,-,0,0,+,-,+,-,+,+,-,+,-,0,0,0,+,-,-,-,-,-,-,-,indo1319,saot1240,Sãotomense,False,language,vulnerable,0.28332,6.61935,cri,NA,NA,0,0,0,ST,saot1239,cri,Africa
1566,saot1239,cri,Saotomense,NA,028E,ʎ,ʎ,TRUE,consonant,gm,0,-,-,-,-,+,+,+,0,+,-,-,-,+,-,0,0,+,-,+,-,+,+,-,+,-,0,0,0,+,-,-,-,-,-,-,-,indo1319,saot1240,Sãotomense,False,language,vulnerable,0.28332,6.61935,cri,NA,NA,0,0,0,ST,saot1239,cri,Africa
1567,nucl1696,tan,Tangale,NA,006A,j,j,FALSE,consonant,gm,0,-,-,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,+,0,0,+,-,-,-,-,-,-,-,afro1255,tang1378,Tangale,False,language,vulnerable,9.75444,11.3228,tan,NA,NA,0,0,4,NG,nucl1696,tan,Africa
1567,nucl1696,tan,Tangale,NA,006A+02B7,jʷ,jʷ,FALSE,consonant,gm,0,-,-,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,+,-,+,-,+,0,0,+,-,-,-,-,-,-,-,afro1255,tang1378,Tangale,False,language,vulnerable,9.75444,11.3228,tan,NA,NA,0,0,4,NG,nucl1696,tan,Africa
1568,suku1261,suk,Sukuma,NA,0063+02B0,cʰ,cʰ,FALSE,consonant,gm,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,-,+,-,+,+,-,+,-,0,0,0,-,-,+,-,-,-,-,-,atla1278,nyam1286,Sukuma,False,language,safe,-3.16082,32.8765,suk,NA,NA,0,0,2,TZ,suku1261,suk,Africa
1568,suku1261,suk,Sukuma,NA,006A,j,j,FALSE,consonant,gm,0,-,-,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,+,0,0,+,-,-,-,-,-,-,-,atla1278,nyam1286,Sukuma,False,language,safe,-3.16082,32.8765,suk,NA,NA,0,0,2,TZ,suku1261,suk,Africa
1568,suku1261,suk,Sukuma,NA,025F,ɟ,ɟ,FALSE,consonant,gm,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,-,+,-,+,+,-,+,-,0,0,0,+,-,-,-,-,-,-,-,atla1278,nyam1286,Sukuma,False,language,safe,-3.16082,32.8765,suk,NA,NA,0,0,2,TZ,suku1261,suk,Africa
1568,suku1261,suk,Sukuma,NA,0272,ɲ,ɲ,FALSE,consonant,gm,0,-,-,-,-,+,+,-,0,-,-,-,+,-,-,0,0,+,-,+,-,+,+,-,+,-,0,0,0,+,-,-,-,-,-,-,-,atla1278,nyam1286,Sukuma,False,language,safe,-3.16082,32.8765,suk,NA,NA,0,0,2,TZ,suku1261,suk,Africa
1568,suku1261,suk,Sukuma,NA,0272+025F,ɲɟ,ɲɟ,FALSE,consonant,gm,0,-,-,-,-,+,"+,-",-,-,-,-,-,"+,-",-,-,0,0,+,-,+,-,+,+,-,+,-,0,0,0,+,-,-,-,-,-,-,-,atla1278,nyam1286,Sukuma,False,language,safe,-3.16082,32.8765,suk,NA,NA,0,0,2,TZ,suku1261,suk,Africa
1568,suku1261,suk,Sukuma,NA,0272+0324+0063+02B0,ɲ̤cʰ,ɲ̤cʰ,FALSE,consonant,gm,0,-,-,-,-,+,"+,-",-,-,-,-,-,"+,-",-,-,0,0,+,-,+,-,+,+,-,+,-,0,0,0,"+,-",-,+,-,-,-,-,-,atla1278,nyam1286,Sukuma,False,language,safe,-3.16082,32.8765,suk,NA,NA,0,0,2,TZ,suku1261,suk,Africa
1568,suku1261,suk,Sukuma,NA,0272+0324+02B1,ɲ̤ʱ,ɲ̤ʱ,FALSE,consonant,gm,0,-,-,-,-,+,+,-,0,-,-,-,+,-,-,0,0,+,-,+,-,+,+,-,+,-,0,0,0,+,-,+,-,-,-,-,-,atla1278,nyam1286,Sukuma,False,language,safe,-3.16082,32.8765,suk,NA,NA,0,0,2,TZ,suku1261,suk,Africa
1569,mori1278,mfe,Mauritian Creole,Ordinary',006A,j,j ə̆ ɣ,FALSE,consonant,gm,0,-,-,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,+,0,0,+,-,-,-,-,-,-,-,indo1319,isle1246,Morisyen,False,language,safe,-20.2613,57.5517,mfe,NA,NA,0,0,0,MU,mori1278,mfe,Africa
1569,mori1278,mfe,Mauritian Creole,Ordinary',006A+0303,j̃,j̃,FALSE,consonant,gm,0,-,-,-,-,-,+,+,0,+,-,-,+,-,-,0,0,-,0,0,0,+,+,-,+,-,+,0,0,+,-,-,-,-,-,-,-,indo1319,isle1246,Morisyen,False,language,safe,-20.2613,57.5517,mfe,NA,NA,0,0,0,MU,mori1278,mfe,Africa
1570,krio1253,kri,Krio,NA,0063,c,c,FALSE,consonant,gm,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,-,+,-,+,+,-,+,-,0,0,0,-,-,-,-,-,-,-,-,indo1319,west2851,Krio,False,language,safe,10.8811,-14.3204,kri,NA,NA,0,0,0,GM GN SL SN US,krio1253,kri,Africa
1570,krio1253,kri,Krio,NA,006A,j,j,FALSE,consonant,gm,0,-,-,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,+,0,0,+,-,-,-,-,-,-,-,indo1319,west2851,Krio,False,language,safe,10.8811,-14.3204,kri,NA,NA,0,0,0,GM GN SL SN US,krio1253,kri,Africa
1570,krio1253,kri,Krio,NA,025F,ɟ,ɟ,FALSE,consonant,gm,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,-,+,-,+,+,-,+,-,0,0,0,+,-,-,-,-,-,-,-,indo1319,west2851,Krio,False,language,safe,10.8811,-14.3204,kri,NA,NA,0,0,0,GM GN SL SN US,krio1253,kri,Africa
1570,krio1253,kri,Krio,NA,0272,ɲ,ɲ ŋ,FALSE,consonant,gm,0,-,-,-,-,+,+,-,0,-,-,-,+,-,-,0,0,+,-,+,-,+,+,-,+,-,0,0,0,+,-,-,-,-,-,-,-,indo1319,west2851,Krio,False,language,safe,10.8811,-14.3204,kri,NA,NA,0,0,0,GM GN SL SN US,krio1253,kri,Africa
1571,kitu1246,ktu,Kituba,Kwilu,006A,j,j,FALSE,consonant,gm,0,-,-,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,+,0,0,+,-,-,-,-,-,-,-,atla1278,koon1247,Kituba (Democratic Republic of Congo),False,language,safe,-2.29601,17.1548,ktu,NA,NA,0,0,3,CD,kitu1246,ktu,Africa
1572,akas1242,aks,Akasilimi,NA,0063,c,c,FALSE,consonant,gm,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,-,+,-,+,+,-,+,-,0,0,0,-,-,-,-,-,-,-,-,atla1278,ntch1241,Akaselem,False,language,safe,8.8858,1.37035,aks,NA,NA,0,0,0,TG,akas1242,aks,Africa
1572,akas1242,aks,Akasilimi,NA,006A,j,j,FALSE,consonant,gm,0,-,-,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,+,0,0,+,-,-,-,-,-,-,-,atla1278,ntch1241,Akaselem,False,language,safe,8.8858,1.37035,aks,NA,NA,0,0,0,TG,akas1242,aks,Africa
1572,akas1242,aks,Akasilimi,NA,025F,ɟ,ɟ,FALSE,consonant,gm,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,-,+,-,+,+,-,+,-,0,0,0,+,-,-,-,-,-,-,-,atla1278,ntch1241,Akaselem,False,language,safe,8.8858,1.37035,aks,NA,NA,0,0,0,TG,akas1242,aks,Africa
1572,akas1242,aks,Akasilimi,NA,0272,ɲ,ɲ,FALSE,consonant,gm,0,-,-,-,-,+,+,-,0,-,-,-,+,-,-,0,0,+,-,+,-,+,+,-,+,-,0,0,0,+,-,-,-,-,-,-,-,atla1278,ntch1241,Akaselem,False,language,safe,8.8858,1.37035,aks,NA,NA,0,0,0,TG,akas1242,aks,Africa
1573,tuki1240,bag,Tuki,NA,006A,j,j,FALSE,consonant,gm,0,-,-,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,+,0,0,+,-,-,-,-,-,-,-,atla1278,sana1278,Tuki,False,language,safe,4.64348,11.5353,bag,NA,NA,0,0,7,CM,tuki1240,bag,Africa
1573,tuki1240,bag,Tuki,NA,0272,ɲ,ɲ ɲʷ,FALSE,consonant,gm,0,-,-,-,-,+,+,-,0,-,-,-,+,-,-,0,0,+,-,+,-,+,+,-,+,-,0,0,0,+,-,-,-,-,-,-,-,atla1278,sana1278,Tuki,False,language,safe,4.64348,11.5353,bag,NA,NA,0,0,7,CM,tuki1240,bag,Africa
